token_mint,token_symbol,total_tvl_usd,total_volume_usd,total_pool_count,has_orca,orca_pool_count,has_raydium,raydium_pool_count,has_meteora,meteora_pool_count,has_kamino,kamino_reserve_count,has_exponent,exponent_market_count,dex_tvl_usd,dex_volume_usd,dex_pool_count,dex_protocol_count,lending_tvl_usd,yield_tvl_usd,protocol_count,venue_type_count,has_lending_and_yield,protocols_list,venue_types_list,top_dex_counterparts,source_count_with_symbol,symbol_confidence,has_complete_metadata,interest_score,shortlist_tier
cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,cbBTC,121234120.38511747,28656692.59500303,40,True,14,True,13,True,11,True,2,False,0,11043908.44253724,28656692.595003027,38,3,110190211.94258024,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","IVAN, cbBTC-USDC, SOL, JLP, cbBTC-SOL",4,high,True,84.95,tier_1
J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JitoSOL,104873581.24383253,3637317.168541823,37,True,20,True,11,True,4,True,2,False,0,5699564.207158066,3637317.168541823,35,3,99174017.03667447,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","JTO, USDC, bSOL, SOL, ezSOL",4,high,True,84.65,tier_1
27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,65121973.04794128,10806167.049589053,29,True,12,True,4,True,11,True,2,False,0,4931338.146059511,10806167.049589053,27,3,60190634.90188177,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","JLP-SOL, JLP-USDC, SOL, USDC, cbBTC",4,high,True,83.68,tier_1
6FrrzDk5mQARGc1TDYoyVnSyRdds1t4PbtohCD6p3tgG,USX,60310214.57748945,271618086.2569394,8,True,3,True,2,False,0,True,1,True,2,12509393.928267926,5194480.340783408,5,2,19558937.5988927,28241883.05032883,4,3,True,"Exponent, Kamino, Orca, Raydium","dex, lending, yield","USDC, eUSX, USDG",4,high,True,81.52,tier_1
USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,USD1,19268956.295870107,8656990.61018276,289,True,3,True,281,True,3,True,2,False,0,18529557.07286141,8656990.61018276,287,3,739399.2230087032,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","USD, WSOL, ONE, USD2, USDC",4,high,True,81.2,tier_1
5Y8NV33Vv7WbnLfq3zBcKSdYPrk7g2KoiQoe7M2tcxp5,ONyc,76675406.2632458,105000342.78207952,7,True,3,True,1,False,0,True,1,True,2,4041259.439183028,12105096.14345695,4,2,64123065.60309377,8511081.22096901,4,3,True,"Exponent, Kamino, Orca, Raydium","dex, lending, yield","USDC, JitoSOL, USD*, USDG",4,high,True,81.01,tier_1
JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,JUP,1454337.1129031302,2584566.5858823764,26,True,6,True,8,True,10,True,2,False,0,1381317.469334072,2584566.5858823764,24,3,73019.64356905833,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","IVAN, JUP-SOL, USDC, SOL, JUP-USDC",4,high,True,75.93,tier_1
DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2123934.7171749775,995364.9626585564,19,True,5,True,9,True,3,True,2,False,0,1187896.6111794647,995364.9626585564,17,3,936038.1059955128,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","SOL, USDC, IVAN, WSOL, compassSOL",4,high,True,75.7,tier_1
3ThdFZQKM6kRyVGLG48kaPg5TRMhYMKY1iCRa9xop1WC,eUSX,13125065.720502561,220955821.5599617,5,True,1,True,1,False,0,True,1,True,2,1909282.4742354094,1919506.7898776948,2,2,5736243.489891173,5479539.756375979,4,3,True,"Exponent, Kamino, Orca, Raydium","dex, lending, yield",USX,4,high,True,75.41,tier_1
9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,Fartcoin,4507342.9488982,3219864.5319096697,16,True,5,True,7,True,3,True,1,False,0,4316690.780687697,3219864.5319096697,15,3,190652.16821050248,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","USDC, WSOL, Fartcoin-SOL, SOL, testicle",4,high,True,74.24,tier_1
2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,66669876.36256982,23785866.60813516,13,True,6,True,1,False,0,True,6,False,0,14791406.586231232,23785866.60813516,7,2,51878469.776338585,0.0,3,2,False,"Kamino, Orca, Raydium","dex, lending","USDC, SOL, syrupUSDC, xBTC, USX",3,high,True,73.73,tier_1
jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JupSOL,107333842.29122585,1996540.021384376,9,True,3,True,1,True,4,True,1,False,0,736709.007619991,1996540.021384376,8,3,106597133.28360586,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","SOL, JitoSOL, mSOL, JMoney, JupSOL-JitoSOL",4,high,True,73.7,tier_1
pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,PUMP,2679459.7624139953,4190462.5751211178,13,True,3,True,4,True,5,True,1,False,0,2666022.9477409576,4190462.5751211178,12,3,13436.814673037874,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","SOL, USDC, WSOL, PUMP-SOL, PUMP-USDC",4,high,True,70.18,tier_1
USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,51361728.2307301,1108909.3954392956,9,True,1,True,3,False,0,True,5,False,0,20222069.364014015,1108909.3954392956,4,2,31139658.866716094,0.0,3,2,False,"Kamino, Orca, Raydium","dex, lending","USDC, JitoSOL, WSOL",3,high,True,69.2,tier_1
CASHx9KJUStyftLFWGvEVf59SGeG9sh5FfcnZMVPCASH,CASH,72253473.31927827,19193705.988207567,7,True,1,True,2,False,0,True,4,False,0,20277761.876662064,19193705.988207567,3,2,51975711.4426162,0.0,3,2,False,"Kamino, Orca, Raydium","dex, lending","USDC, PRIME, wYLDS",3,high,True,67.89,tier_1
XsoCS1TfEyfFhfvj8EtZ528L3CaKBDBRqRapnBbDF2W,SPYx,8521793.395038094,702962.2334133446,8,True,1,True,5,True,1,True,1,False,0,1512293.6219911065,702962.2334133446,7,3,7009499.773046987,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","USDC, QQQx, WSOL, SPYx-QQQx",4,high,True,67.53,tier_1
2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,PENGU,3128806.3899649237,521154.3531765888,10,True,2,True,4,True,3,True,1,False,0,2972018.9935570005,521154.3531765888,9,3,156787.39640792322,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","WSOL, PENGU-USDC, SOL, JitoSOL, IDLE",4,high,True,67.49,tier_1
Xs8S1uUs1zvS2p7iwtsG3b6fkhpvmwz4GYU3gWAmWHZ,QQQx,4361750.312891614,454178.7338592359,9,True,1,True,6,True,1,True,1,False,0,1145010.4561362674,454178.7338592359,8,3,3216739.856755346,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","USDC, SPYx, WSOL, IDLE, SPYx-QQQx",4,high,True,67.17,tier_1
XsDoVfqeBukxuZHWhdvWHBhgEHjGNst4MLodqsJHzoB,TSLAx,5086022.212232745,1628875.5190724756,8,True,1,True,4,True,2,True,1,False,0,1531947.3301124694,1628875.5190724756,7,3,3554074.882120276,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","USDC, WSOL, IDLE, TSLAx-SOL, TSLAx-USDC",4,high,True,66.48,tier_1
HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr,EURC,1805141.254431295,3801399.845720435,8,True,3,True,2,True,2,True,1,False,0,638199.1869403841,3801399.845720435,7,3,1166942.0674909109,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","USDC, SOL, WSOL, EURC-USDC, EURC-SOL",4,high,True,64.37,tier_1
3b8X44fLF9ooXaUm3hhSgjpmVs6rZZ3pPoGnGahc3Uu7,PRIME,331887261.05103606,10256568.48726819,2,False,0,True,1,False,0,True,1,False,0,9901756.81,10256568.48726819,1,1,321985504.24103606,0.0,2,2,False,"Kamino, Raydium","dex, lending",CASH,2,high,True,63.0,tier_2
4sWNB8zGWHkh6UnmwiEtzNxL4XrN7uK9tosbESbJFfVs,xSOL,5907200.538515868,62270173.25546785,7,True,1,False,0,True,2,False,0,True,4,56141.81179752038,54413.077842843624,3,2,0.0,5851058.7267183475,3,2,False,"Exponent, Meteora, Orca","dex, yield","SOL, xSOL-SOL, xSOL-USDC",3,high,True,62.79,tier_1
AvZZF1YaZDziPY2RCK4oJrRVrbN3mTD9NL24hPeaZeUj,syrupUSDC,110599158.20806623,7036929.999991067,4,True,3,False,0,False,0,True,1,False,0,13969107.993890189,7036929.999991067,3,1,96630050.21417603,0.0,2,2,False,"Kamino, Orca","dex, lending","USDC, USDG, JLP",2,high,True,62.76,tier_2
7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,POPCAT,2127343.98056953,150994.5960613294,6,True,2,True,2,True,1,True,1,False,0,1894937.7332216785,150994.5960613294,5,3,232406.24734785137,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","SOL, WSOL, USDC, POPCAT-SOL",4,high,True,62.7,tier_1
Dso1bDeDjCQxTrWHqUUi63oBvV7Mdm6WaobLbQ7gnPQ,dSOL,183640534.8630394,0.236715071622411,2,True,1,False,0,False,0,True,1,False,0,7287.485412313729,0.236715071622411,1,1,183633247.3776271,0.0,2,2,False,"Kamino, Orca","dex, lending",SOL,2,high,True,61.79,tier_2
Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,NVDAx,3602493.168694906,640136.9496841953,6,True,1,True,4,False,0,True,1,False,0,1237199.5570588415,640136.9496841953,5,2,2365293.6116360645,0.0,3,2,False,"Kamino, Orca, Raydium","dex, lending","USDC, WSOL, IDLE",3,high,True,60.78,tier_1
zBTCug3er3tLyffELcvDNrKkCymbPWysGcWihESYfLg,zBTC,498522.2671177787,126052.69569654363,7,True,2,True,1,True,3,True,1,False,0,221953.04683200625,126052.69569654363,6,3,276569.22028577246,0.0,4,2,False,"Kamino, Meteora, Orca, Raydium","dex, lending","zBTC-SOL, cbBTC, SOL, PbP, zBTC-cbBTC",4,high,True,60.75,tier_2
CtzPWv73Sn1dMGVU3ZtLv9yWSyUAanBni19YWDaznnkn,xBTC,24578838.483707223,825963.0870358719,5,True,4,False,0,False,0,True,1,False,0,1300196.3638136103,825963.0870358719,4,1,23278642.119893614,0.0,2,2,False,"Kamino, Orca","dex, lending","USDG, cbBTC, JitoSOL, WBTC",2,high,True,60.69,tier_2
5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,INF,2851010.9652695702,940311.7665935451,6,True,2,False,0,True,2,True,2,False,0,581051.528244763,940311.7665935451,4,2,2269959.437024807,0.0,3,2,False,"Kamino, Meteora, Orca","dex, lending","SOL, bonkSOL, JupSOL-INF, INF-USDC",3,high,True,60.3,tier_1
jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,JTO,638020.5128939936,112466.45475952631,9,True,5,True,2,False,0,True,2,False,0,444758.5115592783,112466.45475952631,7,2,193262.00133471529,0.0,3,2,False,"Kamino, Orca, Raydium","dex, lending","JitoSOL, wfragJTO, SOL, USDC, kyJTO",3,high,True,60.25,tier_2
EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,$WIF,3167495.0500512403,379169.53122441657,5,True,2,True,2,False,0,True,1,False,0,2476915.1032862067,379169.53122441657,4,2,690579.9467650335,0.0,3,2,False,"Kamino, Orca, Raydium","dex, lending","SOL, WSOL, WOOF",3,medium,True,59.52,tier_1
5uZ4wBqvHPRB6wVhNB2AkMmj5FD8HoxRMSYfDWCmiD4P,IVAN,957353.529320635,22.3821819960683,76,True,1,True,75,False,0,False,0,False,0,957353.529320635,22.3821819960683,76,2,0.0,0.0,2,1,False,"Orca, Raydium",dex,"PYUSD, ETH, DAI, WBTC, WETH",2,high,True,59.08,tier_2
7Q2afV64in6N6SeZsAAB81TJzwDoD6zpqmHkzi9Dcavn,JSOL,3741890.8521295707,4141.068141534113,3,True,1,True,1,False,0,True,1,False,0,28235.28824477163,4141.068141534113,2,2,3713655.563884799,0.0,3,2,False,"Kamino, Orca, Raydium","dex, lending","JitoSOL, mSOL",3,high,True,57.86,tier_1
6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,TRUMP,41432164.98802536,10701140.887351118,8,True,2,True,4,True,2,False,0,False,0,41432164.98802536,10701140.887351118,8,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"WSOL, TRUMP-USDC, SOL, USDC, nTRUMP",3,high,True,57.76,tier_2
BonK1YhkXEGLZzwtcvRTip3gAL9nCeQD7ppZBLXhtTs,bonkSOL,13931651.274908647,4328.09894604031,3,True,1,False,0,False,0,True,2,False,0,9728.215361838194,4328.09894604031,1,1,13921923.05954681,0.0,2,2,False,"Kamino, Orca","dex, lending",INF,2,high,True,57.54,tier_2
59obFNBzyTBGowrkif5uK7ojS58vsuWz3ZCvg6tfZAGw,PST,16533329.764022617,975202.067275643,2,True,1,False,0,False,0,True,1,False,0,1678200.181559018,975202.067275643,1,1,14855129.582463598,0.0,2,2,False,"Kamino, Orca","dex, lending",USDC,2,high,True,56.89,tier_2
CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,1137346.9207080805,108991.43833140976,4,True,1,True,2,False,0,True,1,False,0,676585.685089138,108991.43833140976,3,2,460761.2356189425,0.0,3,2,False,"Kamino, Orca, Raydium","dex, lending","WSOL, SOL",3,high,True,56.43,tier_1
3orqhCKM5admbcHkHQhRAEKbXhUT5VPgsQqz7fBa6QdF,FBTC,10685706.052261438,0.0,2,True,1,False,0,False,0,True,1,False,0,662086.7350836627,0.0,1,1,10023619.317177776,0.0,2,2,False,"Kamino, Orca","dex, lending",cbBTC,2,high,True,56.0,tier_2
5YMkXAYccHSGnHn9nob9xEvv6Pvka9DZWH7nTbotTu9E,hyUSD,1127178.4308217652,17790636.532302245,6,True,4,False,0,False,0,False,0,True,2,807928.050425534,621624.4778372464,4,1,0.0,319250.3803962312,2,2,False,"Exponent, Orca","dex, yield","USDC, JitoSOL, sHYUSD",2,high,True,55.41,tier_2
pSo1f9nQXWgXibFtKf7NWYxb5enAM4qfP6UJSiXRQfL,PSOL,7582694.428928582,38179.2762447175,2,True,1,False,0,False,0,True,1,False,0,891351.6190459202,38179.2762447175,1,1,6691342.809882661,0.0,2,2,False,"Kamino, Orca","dex, lending",SOL,2,high,True,55.3,tier_2
3dQTr7ror2QPKQ3GbBCokJUmjErGg8kTJzdnYjNfvi3Z,BORG,867951.8261639058,278393.71322561236,16,True,2,True,14,False,0,False,0,False,0,867951.8261639058,278393.71322561236,16,2,0.0,0.0,2,1,False,"Orca, Raydium",dex,"BORGY, SOL, USDC, XBG, CLR",2,high,True,54.88,tier_2
XsCPL9dNWBMvFtTmwcCA5v3xWPSMEBCszbQdiLLq6aN,GOOGLx,1827899.1192515977,277113.0564757481,4,False,0,True,3,False,0,True,1,False,0,291106.78500000003,277113.0564757481,3,1,1536792.3342515975,0.0,2,2,False,"Kamino, Raydium","dex, lending","USDC, WSOL, IDLE",2,high,True,54.4,tier_2
XsP7xzNPvEHS1m6qfanPUGjNmdnmsLKEoNAnHjdxxyZ,MSTRx,1788806.455,542991.3166442239,4,False,0,True,3,False,0,True,1,False,0,588006.455,542991.3166442239,3,1,1200800.0,0.0,2,2,False,"Kamino, Raydium","dex, lending","USDC, WSOL, IDLE",2,high,True,54.35,tier_2
LBTCgU4b3wsFKsPwBn1rRZDx5DoFutM6RPiEt1TPDsY,LBTC,1890479.2152446092,713775.8086220801,2,False,0,False,0,True,1,True,1,False,0,1506914.5605525717,713775.8086220801,1,1,383564.65469203744,0.0,2,2,False,"Kamino, Meteora","dex, lending",cbBTC-LBTC,2,high,True,52.46,tier_2
XsvNBAYkrDRNhA7wPHQfX3ZUXZyZLdnCQDfHZ56bzpg,HOODx,362200.263898696,91133.16969811141,4,False,0,True,3,False,0,True,1,False,0,334443.31,91133.16969811141,3,1,27756.953898696,0.0,2,2,False,"Kamino, Raydium","dex, lending","USDC, WSOL, IDLE",2,high,True,51.1,tier_2
HnnGv3HrSqjRpgdFmx7vQGjntNEoex1SU4e9Lxcxuihz,sHYUSD,107539.953795804,40880772.81003545,3,True,1,False,0,True,1,False,0,True,1,38519.57953805988,63144.1396138601,2,2,0.0,69020.37425774413,3,2,False,"Exponent, Meteora, Orca","dex, yield","hyUSD, sHYUSD-USDC",3,high,True,50.62,tier_2
ezSoL6fY1PVdJcJsUpe5CM3xkfmy3zoVCABybm5WtiC,ezSOL,619998.0823526463,20350.5378840558,2,True,1,False,0,False,0,True,1,False,0,103631.64283145375,20350.5378840558,1,1,516366.4395211925,0.0,2,2,False,"Kamino, Orca","dex, lending",JitoSOL,2,high,True,50.19,tier_2
METvsvVRapdj9cFLzq4Tr43xK4tAjQfwX76z3n6mWQL,MET,942382.6293714932,1533205.1119099113,11,True,1,False,0,True,10,False,0,False,0,942382.6293714932,1533205.1119099113,11,2,0.0,0.0,2,1,False,"Meteora, Orca",dex,"MET-SOL, MET-USDC, USDC, FOGO-MET, MET-PUMP",2,high,True,50.04,tier_2
XsbEhLAtcf6HdfpFZ5xEMdqW8nfAvcsP5bdudRLJzJp,AAPLx,355533.87549086835,76433.81426621853,2,False,0,True,1,False,0,True,1,False,0,223776.33,76433.81426621853,1,1,131757.54549086836,0.0,2,2,False,"Kamino, Raydium","dex, lending",USDC,2,high,True,49.06,tier_2
A7bdiYdS5GjqGFtxf17ppRHtDKPkkRqbKtR27dxvQXaS,ZEC,932412.2091171121,1324157.4342952245,7,True,2,True,3,True,2,False,0,False,0,932412.2091171121,1324157.4342952245,7,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"USDC, WSOL, SOL, ZEC-SOL, ZEC-USDC",3,high,True,49.02,tier_2
SKRbvo6Gf7GondiT3BbTfuRDPqLWei4j2Qy2NPGZhW3,SKR,475518.6968978393,629591.8462648138,8,True,2,True,1,True,5,False,0,False,0,475518.6968978393,629591.8462648138,8,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"SKR-SOL, USDC, SKR-USDC, SOL",3,high,True,48.65,tier_2
kySo1nETpsZE2NWe5vj2C64mPSciH1SppmHb4XieQ7B,kySOL,286314.95947240526,4953.950047596782,2,False,0,True,1,False,0,True,1,False,0,226916.125,4953.950047596782,1,1,59398.83447240523,0.0,2,2,False,"Kamino, Raydium","dex, lending",JitoSOL,2,high,True,48.62,tier_2
Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,pippin,3022371.5980395903,16975907.5668583,4,True,1,True,2,True,1,False,0,False,0,3022371.5980395903,16975907.5668583,4,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"WSOL, SOL, pippin-SOL",3,high,True,48.42,tier_2
KMNo3nJsBXfcpJTVhZcXLW7RmTwTt4GVFE7suUBo9sS,KMNO,687841.0762762978,147109.423702164,7,True,3,True,2,True,2,False,0,False,0,687841.0762762978,147109.423702164,7,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"USDC, JitoSOL, SOL, WSOL, bSOL",3,high,True,48.4,tier_2
he1iusmfkpAdwvxLNGV8Y1iSbj4rUy6yMhEA3fotn9A,hSOL,21156905.360632516,0.0,1,False,0,False,0,False,0,True,1,False,0,0.0,0.0,0,0,21156905.360632516,0.0,1,1,False,Kamino,lending,,1,medium,True,48.39,tier_2
61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,arc,1744796.0953589254,1300174.828258971,5,True,2,True,1,True,2,False,0,False,0,1744796.0953589254,1300174.828258971,5,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"SOL, arc-SOL, WSOL",3,high,True,48.3,tier_2
BTRR3sj1Bn2ZjuemgbeQ6SCtf84iXS81CS7UDTSxUCaK,USCC,19310504.383673593,0.0,1,False,0,False,0,False,0,True,1,False,0,0.0,0.0,0,0,19310504.383673593,0.0,1,1,False,Kamino,lending,,1,medium,True,48.2,tier_2
rndrizKT3MK1iimdxRdWabcF7Zg7AR5T4nud4EkHBof,RENDER,596038.2496577611,1151122.3529625002,7,True,3,True,3,True,1,False,0,False,0,596038.2496577611,1151122.3529625002,7,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"USDC, WSOL, SOL, NOS, RENDER-SOL",3,high,True,48.11,tier_2
stke7uu3fXHsGqKVVjKnkmj65LRPVrqr4bLG2SJg7rh,stkeSOL,18098228.29512276,0.0,1,False,0,False,0,False,0,True,1,False,0,0.0,0.0,0,0,18098228.29512276,0.0,1,1,False,Kamino,lending,,1,medium,True,48.07,tier_2
cPQPBN7WubB3zyQDpzTK2ormx1BMdAym9xkrYUJsctm,fwdSOL,16887858.271076746,0.0,1,False,0,False,0,False,0,True,1,False,0,0.0,0.0,0,0,16887858.271076746,0.0,1,1,False,Kamino,lending,,1,medium,True,47.93,tier_2
XsueG8BtpquVJX9LVLLEGuViXUungE6WmK5YZ3p3bd1,CRCLx,3522612.119437009,2700988.4788544453,6,True,1,True,5,False,0,False,0,False,0,3522612.119437009,2700988.4788544453,6,2,0.0,0.0,2,1,False,"Orca, Raydium",dex,"USDC, WSOL, IDLE",2,high,True,47.73,tier_2
sctmB7GPi5L2Q5G9tUSzXvhZ4YiDMEGcRov9KfArQpx,dfdvSOL,13576639.614977358,0.0,1,False,0,False,0,False,0,True,1,False,0,0.0,0.0,0,0,13576639.614977358,0.0,1,1,False,Kamino,lending,,1,medium,True,47.48,tier_2
AymATz4TCL9sWNEEV9Kvyz45CHVhDZ6kUgjTJPzLpU9P,XAUt0,373410.02378090395,329519.4408872706,7,True,3,True,2,True,2,False,0,False,0,373410.02378090395,329519.4408872706,7,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"GLDx, USDC, cbBTC, SOL, GOLD-XAUt0",3,high,True,47.16,tier_2
BjcRmwm8e25RgjkyaFE56fc7bxRgGPw96JUkXRJFEroT,IDLE,362484.7,547645.2074559861,13,False,0,True,13,False,0,False,0,False,0,362484.7,547645.2074559861,13,1,0.0,0.0,1,1,False,Raydium,dex,"WSOL, GLDx, QQQx, PENGU, CRCLx",1,medium,True,47.1,tail
Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,USELESS,950356.8066490745,784103.3812859743,5,True,2,True,1,True,2,False,0,False,0,950356.8066490745,784103.3812859743,5,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"USELESS-SOL, SOL, Fartcoin, WSOL",3,high,True,47.06,tier_2
vSoLxydx6akxyMD9XEcPvGYNGq6Nn66oqVb3UkGkei7,vSOL,10904561.317597365,0.0,1,False,0,False,0,False,0,True,1,False,0,0.0,0.0,0,0,10904561.317597365,0.0,1,1,False,Kamino,lending,,1,medium,True,47.04,tier_2
J3NKxxXZcnNiMjKw9hYb2K4LUxgwB6t1FtPtQVsv3KFr,SPX,900785.5292589484,137939.53713695635,8,True,1,True,7,False,0,False,0,False,0,900785.5292589484,137939.53713695635,8,2,0.0,0.0,2,1,False,"Orca, Raydium",dex,"USDC, WSOL, JitoSOL, FATGF, mSOL",2,high,True,46.95,tier_2
98sMhvDwXj1RQi5c5Mndm3vPe9cBqPrbLaufMXFNMh5g,HYPE,2126899.1978736785,2507738.590250993,6,True,2,False,0,True,4,False,0,False,0,2126899.1978736785,2507738.590250993,6,2,0.0,0.0,2,1,False,"Meteora, Orca",dex,"HYPE-SOL, HYPE-USDC, SOL, USDC",2,high,True,46.7,tier_2
3kctCXgt6pP3uZcek8SqNK2KZdQ6cqtj9hc3U46jhgBk,PT-USX-01JUN26,8446456.254593281,0.0,1,False,0,False,0,False,0,True,1,False,0,0.0,0.0,0,0,8446456.254593281,0.0,1,1,False,Kamino,lending,,1,medium,True,46.52,tier_2
FeR8VBqNRSUD5NtXAj2n3j1dAHkZHfyDktKuLXD4pump,jellyjelly,1816182.041139718,1107194.0664986558,3,True,1,True,1,True,1,False,0,False,0,1816182.041139718,1107194.0664986558,3,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"SOL, WSOL, jellyjelly-SOL",3,high,True,46.38,tier_2
JDzPbXboQYWVmdxXS3LbvjM52RtsV1QaSv2AzoCiai2o,FO,6630987.981499975,105926.18877497625,3,False,0,True,1,True,2,False,0,False,0,6630987.981499975,105926.18877497625,3,2,0.0,0.0,2,1,False,"Meteora, Raydium",dex,"FO-USDT, USDT",2,high,True,46.02,tier_2
ZBCNpuD7YMXzTHB2fhGkGi78MNsHGLRXUhRewNRm9RU,ZBCN,202704.60952328364,363921.58129151113,7,True,2,True,1,True,4,False,0,False,0,202704.60952328364,363921.58129151113,7,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"ZBCN-USDC, ZBCN-SOL, SOL, USDC, DOBBY",3,high,True,45.91,tier_2
hntyVP6YFm1Hg25TN9WGLqM12b8TQmcknKrdu1oxWux,HNT,540111.6843982736,367094.3883840976,8,True,6,True,2,False,0,False,0,False,0,540111.6843982736,367094.3883840976,8,2,0.0,0.0,2,1,False,"Orca, Raydium",dex,"SOL, USDC, MOBILE, PYTH, WSOL",2,high,True,45.91,tier_2
7GzQgf6DPo6ZANjnbhe9tNCpkGTv3zqHbsDx74jyQf9,FWDI,5896909.89246159,0.0,1,False,0,False,0,False,0,True,1,False,0,0.0,0.0,0,0,5896909.89246159,0.0,1,1,False,Kamino,lending,,1,medium,True,45.78,tier_2
Grass7B4RdKfBCjTKgSqnXkqjwiGvQyFbuSCUJr3XXjs,GRASS,303329.27912226954,33416.70418950799,6,True,4,True,1,True,1,False,0,False,0,303329.27912226954,33416.70418950799,6,3,0.0,0.0,3,1,False,"Meteora, Orca, Raydium",dex,"USDC, USDT, SOL, WSOL, GRASS-SOL",3,high,True,45.73,tier_2
METAewgxyPbgwsseH8T16a39CQ5VyVxZi9zXiDPY18m,MPLX,1185511.0788979859,161210.19971310056,6,True,2,True,4,False,0,False,0,False,0,1185511.0788979859,161210.19971310056,6,2,0.0,0.0,2,1,False,"Orca, Raydium",dex,"IVAN, USDC, JitoSOL, WSOL",2,high,True,45.51,tier_2
LAinEtNLgpmCP9Rvsf5Hn8W6EhNiKLZQti1xfWMLy6X,laineSOL,4973904.3587917,0.0,1,False,0,False,0,False,0,True,1,False,0,0.0,0.0,0,0,4973904.3587917,0.0,1,1,False,Kamino,lending,,1,medium,True,45.44,tier_2
Hg8bKz4mvs8KNj9zew1cEF9tDw1x2GViB4RFZjVEmfrD,TDCCP,1850621.0679206278,120831.51775186247,5,True,1,True,4,False,0,False,0,False,0,1850621.0679206278,120831.51775186247,5,2,0.0,0.0,2,1,False,"Orca, Raydium",dex,"WSOL, USDC",1,medium,True,45.42,tier_2
strng7mqqc1MBJJV6vMzYbEqnwVGvKKGKedeCvtktWA,strongSOL,4186667.345271624,0.0,1,False,0,False,0,False,0,True,1,False,0,0.0,0.0,0,0,4186667.345271624,0.0,1,1,False,Kamino,lending,,1,medium,True,45.08,tier_2
