token_symbol,token_mint,protocol,venue_type,tvl_usd,volume_usd,pool_id,pool_name
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Orca,dex,256244.2214369413,1212353.81936454,GTHKH8s82ZR8GTSFZ1dUu6wfdxhy59wpMShxzG5zjiPm,ZEC/USDC
SOL,So11111111111111111111111111111111111111112,Orca,dex,254022.84540521825,1308978.26252743,Hxw77h9fEx598afiiZunwHaX3vYu9UskDk9EpPNZp1mG,SOL/ORCA
ORCA,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,Orca,dex,254022.84540521825,1308978.26252743,Hxw77h9fEx598afiiZunwHaX3vYu9UskDk9EpPNZp1mG,SOL/ORCA
AUSD,AUSD1jCcCyPLybk1YnvPWsHQSrZ46dxwoMniN4N2UEB9,Orca,dex,251490.91892446484,156.369097844727,D3LWymVUGhgKKJ33vKq8oHUaGwSuJPTPjnke9QHEXNqz,AUSD/USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Orca,dex,251490.91892446484,156.369097844727,D3LWymVUGhgKKJ33vKq8oHUaGwSuJPTPjnke9QHEXNqz,AUSD/USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Orca,dex,228998.34993951788,4508.63791350027,EE1i59YUAELZj4qe8sHgsYd7wYuwe2YRoJMmkCjJEiGt,USDC/NATIX
NATIX,FRySi8LPkuByB7VPSCCggxpewFUeeJiwEGRKKuhwpKcX,Orca,dex,228998.34993951788,4508.63791350027,EE1i59YUAELZj4qe8sHgsYd7wYuwe2YRoJMmkCjJEiGt,USDC/NATIX
SOL,So11111111111111111111111111111111111111112,Orca,dex,216974.58103517198,732086.69968769,DxD41srN8Xk9QfYjdNXF9tTnP6qQxeF2bZF8s1eN62Pe,SOL/INF
INF,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,Orca,dex,216974.58103517198,732086.69968769,DxD41srN8Xk9QfYjdNXF9tTnP6qQxeF2bZF8s1eN62Pe,SOL/INF
TESOURO,BRNTNaZeTJANz9PeuD8drNbBHwGgg7ZTjiQYrFgWQ48p,Orca,dex,206375.80992377148,12963.1129028538,3bYZCXv6rWpbT3zizsTArUdZ4SEmDRMCWtjzasz8nVpK,TESOURO/USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Orca,dex,206375.80992377148,12963.1129028538,3bYZCXv6rWpbT3zizsTArUdZ4SEmDRMCWtjzasz8nVpK,TESOURO/USDC
OOB,oobQ3oX6ubRYMNMahG7VSCe8Z73uaQbAWFn6f22XTgo,Orca,dex,201715.49160631196,36191.0391743509,DehSVMLfV4fjyn9JAfgvDbT9kE2t97WnGJTXFnk7EkQx,OOB/USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Orca,dex,201715.49160631196,36191.0391743509,DehSVMLfV4fjyn9JAfgvDbT9kE2t97WnGJTXFnk7EkQx,OOB/USDC
JUP,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,Orca,dex,200897.52912363823,780852.849062939,C1MgLojNLWBKADvu9BHdtgzz1oZX4dZ5zGdGcgvvW8Wz,JUP/SOL
SOL,So11111111111111111111111111111111111111112,Orca,dex,200897.52912363823,780852.849062939,C1MgLojNLWBKADvu9BHdtgzz1oZX4dZ5zGdGcgvvW8Wz,JUP/SOL
GBOY,svy5ErijNYy9hEVzxknCdwWdZ3NeXJTdpb9Ndnso17f,Orca,dex,197306.84882297003,1242.98091692363,7wozcsqbiUBgwD1TE8yRbCRZBMzZ4YAYJxgLksWNJjxZ,GBOY/USDC
