token_symbol,token_mint,protocol,venue_type,tvl_usd,volume_usd,pool_id,pool_name
Buttcoin,Cm6fNnMk7NfzStP9CZpsQA2v3jjzbcYGAxdJySmHpump,Meteora,dex,201096.52888685526,64936.671602112234,FmMXv9kLxzn1vaJXMD4rnWumeYVchtwinyVJ9zxBJqjM,Buttcoin-SOL
SOL,So11111111111111111111111111111111111111112,Meteora,dex,188716.0382974131,187271.19103248024,HNPsPeDXAPN5keviUiJjzpGfATPNZb5PKpxtg1ex6kLp,Punch-SOL
Punch,NV2RYH954cTJ3ckFUpvfqaQXU4ARqqDH3562nFSpump,Meteora,dex,188716.0382974131,187271.19103248024,HNPsPeDXAPN5keviUiJjzpGfATPNZb5PKpxtg1ex6kLp,Punch-SOL
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Meteora,dex,188586.1743530151,19588.68817679332,ARwi1S4DaiTG5DX7S4M4ZsrXqpMD1MrTmbu9ue2tpmEq,USDC-USDT
USDT,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,Meteora,dex,188586.1743530151,19588.68817679332,ARwi1S4DaiTG5DX7S4M4ZsrXqpMD1MrTmbu9ue2tpmEq,USDC-USDT
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Meteora,dex,187603.9700292313,29760.78352730057,GRkGpkFd4Vw4xUCSquvvfr3o9MaE2L6ncVAetfuWejQR,HOME-USDC
HOME,J3umBWqhSjd13sag1E1aUojViWvPYA5dFNyqpKuX3WXj,Meteora,dex,187603.9700292313,29760.78352730057,GRkGpkFd4Vw4xUCSquvvfr3o9MaE2L6ncVAetfuWejQR,HOME-USDC
Bonk,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Meteora,dex,184816.3874382205,871074.5139096245,6oFWm7KPLfxnwMb3z5xwBoXNSPP3JJyirAPqPSiVcnsp,Bonk-SOL
SOL,So11111111111111111111111111111111111111112,Meteora,dex,184816.3874382205,871074.5139096245,6oFWm7KPLfxnwMb3z5xwBoXNSPP3JJyirAPqPSiVcnsp,Bonk-SOL
SUI,suifhC9gU1VbJAPYPTBkHJyyyStKGLLYPVDTmPoqbvA,Meteora,dex,173903.1636099388,76985.61658865788,38jXQhYfrZ7qHUvD4TyoHH8GZbmFy9U3QEf8gZpLvtkt,SUI-USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Meteora,dex,173903.1636099388,76985.61658865788,38jXQhYfrZ7qHUvD4TyoHH8GZbmFy9U3QEf8gZpLvtkt,SUI-USDC
Lobstar,AVF9F4C4j8b1Kh4BmNHqybDaHgnZpJ7W7yLvL7hUpump,Meteora,dex,173415.68047301704,379171.7275967377,53Gc9uyzrU1Cn82YxDqsgfRjptXecSsr3mLYYH7VWpjV,Lobstar-SOL
SOL,So11111111111111111111111111111111111111112,Meteora,dex,173415.68047301704,379171.7275967377,53Gc9uyzrU1Cn82YxDqsgfRjptXecSsr3mLYYH7VWpjV,Lobstar-SOL
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Meteora,dex,172420.92403816397,173120.6410183709,3sehQcVywWcFJZ1ri3NmJ7MRkrXbViJMRNN5b6kz8Mqn,WBTC-USDC
WBTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,Meteora,dex,172420.92403816397,173120.6410183709,3sehQcVywWcFJZ1ri3NmJ7MRkrXbViJMRNN5b6kz8Mqn,WBTC-USDC
JUP,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,Meteora,dex,165384.99020182717,77106.25740901312,2QrWsSWrGvoAqkDC5XSGqjS752RWLaopqAaGrbugSxBL,JUP-JitoSOL
JitoSOL,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Meteora,dex,165384.99020182717,77106.25740901312,2QrWsSWrGvoAqkDC5XSGqjS752RWLaopqAaGrbugSxBL,JUP-JitoSOL
cbBTC,cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,Meteora,dex,154360.24979541797,13691.68675199369,9ekpyKvtF5zAmATn9py5JtB9vfaUxr37J13fm2Un41Ff,cbBTC-USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Meteora,dex,154360.24979541797,13691.68675199369,9ekpyKvtF5zAmATn9py5JtB9vfaUxr37J13fm2Un41Ff,cbBTC-USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Meteora,dex,147238.21600583603,222456.41349912516,F4eV7X2tk6SEkbg86T36mMbqCzdECKLKiXe3MNBvn7Zy,USDC-SOL
SOL,So11111111111111111111111111111111111111112,Meteora,dex,147238.21600583603,222456.41349912516,F4eV7X2tk6SEkbg86T36mMbqCzdECKLKiXe3MNBvn7Zy,USDC-SOL
JitoSOL,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Meteora,dex,146056.56356867932,204718.4780076518,3eDLxhhkW95xpaBMdGuNTCaP8T1QCPYT3jbM9zZgV5qZ,JLP-JitoSOL
JLP,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,Meteora,dex,146056.56356867932,204718.4780076518,3eDLxhhkW95xpaBMdGuNTCaP8T1QCPYT3jbM9zZgV5qZ,JLP-JitoSOL
BP,BPxxfRCXkUVhig4HS1Lh7kZqV6SPJhzfEk4x6fVBjPCy,Meteora,dex,145863.22591459664,234347.146227132,6qz7THwQvcjF3HyDGLuKaLBUk6EyJKeZXZMWLAeiwfjd,BP-USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Meteora,dex,145863.22591459664,234347.146227132,6qz7THwQvcjF3HyDGLuKaLBUk6EyJKeZXZMWLAeiwfjd,BP-USDC
USELESS,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,Meteora,dex,143618.12470819408,404125.7273415691,8ztFxjFPfVUtEf4SLSapcFj8GW2dxyUA9no2bLPq7H7V,USELESS-SOL
SOL,So11111111111111111111111111111111111111112,Meteora,dex,143618.12470819408,404125.7273415691,8ztFxjFPfVUtEf4SLSapcFj8GW2dxyUA9no2bLPq7H7V,USELESS-SOL
JLP,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,Meteora,dex,142127.86427662545,4314.932599364161,J2Gsg3xTDjM8UZjKdEqzBeDwitHb2Ux6TSBX5RzsE42r,JLP-SOL
SOL,So11111111111111111111111111111111111111112,Meteora,dex,142127.86427662545,4314.932599364161,J2Gsg3xTDjM8UZjKdEqzBeDwitHb2Ux6TSBX5RzsE42r,JLP-SOL
